id,name,description,imageUrl,isVeg,isAvailable,sortOrder,categoryId,restaurantId,createdAt,updatedAt,menuType,deletedAt,isDeleted,basePrice
2027ffef-bea0-4d25-ae12-3d3e32ef18e0,FISH BIRYANI,null,https://res.cloudinary.com/dnlhxmtqu/image/upload/v1779648542/m48osgfstodigvrecgzu.jpg,false,true,15,db3f4ade-7043-4ca6-9966-29baaf724e4e,bar-001,2026-05-31 04:40:00.938,2026-06-01 22:03:02.787,FOOD,null,false,0.00
8b18f993-3a1b-4638-a698-eca10f9a16e0,Mutton Fry Biryani,null,https://res.cloudinary.com/dnlhxmtqu/image/upload/v1779648683/y5itr2goxrvozrd1xkox.jpg,false,true,16,db3f4ade-7043-4ca6-9966-29baaf724e4e,bar-001,2026-05-31 04:40:01.246,2026-05-31 04:51:21.525,FOOD,null,false,0.00
c6295619-19e5-4625-985e-4fbd2ca2bce8,Cashewnut Fried Rice,null,https://res.cloudinary.com/dnlhxmtqu/image/upload/v1779649514/zjmz1jcjl5zrer3gttgg.jpg,true,true,8,4114b25a-b42d-4b88-b6cc-22ac28e5793f,bar-001,2026-05-31 04:40:04.794,2026-05-31 04:51:22.691,FOOD,null,false,0.00
9bda9b5c-542b-4ec0-9d13-7b816aebc401,SHEZWAN VEG FRIED RICE,null,https://res.cloudinary.com/dnlhxmtqu/image/upload/v1779649471/xdqvyscg0f5squqcaeux.jpg,true,true,9,4114b25a-b42d-4b88-b6cc-22ac28e5793f,bar-001,2026-05-31 04:40:05.084,2026-06-01 22:03:44.305,FOOD,null,false,0.00
569ec8b4-e46d-4847-8f22-2cfcdaed5cad,CHILLI PRAWNS,null,https://res.cloudinary.com/dnlhxmtqu/image/upload/v1779647821/rrzyiqegtxdwipupmkj2.jpg,false,true,21,4edecf56-2058-40be-baf3-07fabb695767,bar-001,2026-05-31 04:39:39.485,2026-06-01 22:03:03.387,FOOD,null,false,0.00
c001c629-f2ac-4c03-bfc3-400a03759ba5,EGG FRIED RICE,null,https://res.cloudinary.com/dnlhxmtqu/image/upload/v1779649652/gmtvesichnsgifdneoxe.jpg,false,true,10,4114b25a-b42d-4b88-b6cc-22ac28e5793f,bar-001,2026-05-31 04:40:05.379,2026-06-01 22:03:46.129,FOOD,null,false,0.00
70d19732-74cc-4688-8af3-ff5de5a162ab,Shezwan Egg Fried Rice,null,https://res.cloudinary.com/dnlhxmtqu/image/upload/v1779649681/fmy47on4f2cjdrethgac.jpg,false,true,11,4114b25a-b42d-4b88-b6cc-22ac28e5793f,bar-001,2026-05-31 04:40:05.691,2026-06-01 22:00:55.655,FOOD,null,false,0.00
476dc428-a3d3-4888-a81b-27c560ca1b82,CHICKEN FRIED RICE,null,https://res.cloudinary.com/dnlhxmtqu/image/upload/v1779649712/gvbo6lmjnewosikwsi8f.jpg,false,true,12,4114b25a-b42d-4b88-b6cc-22ac28e5793f,bar-001,2026-05-31 04:40:05.995,2026-06-01 22:03:49.466,FOOD,null,false,0.00
c7432fe2-7b51-4cb6-97e8-2c784c9b4278,Shezwan Chicken Fried Rice,null,https://res.cloudinary.com/dnlhxmtqu/image/upload/v1779649712/gvbo6lmjnewosikwsi8f.jpg,false,true,13,4114b25a-b42d-4b88-b6cc-22ac28e5793f,bar-001,2026-05-31 04:40:06.304,2026-05-31 04:51:29.684,FOOD,null,false,0.00
e5c2b00d-85d0-4a16-9b93-a263912e4eaa,V GRAND SPL CHICKEN FRIED RICE,null,https://res.cloudinary.com/dnlhxmtqu/image/upload/v1779649801/irkyjgje1ep1qrtenp9n.jpg,false,true,14,4114b25a-b42d-4b88-b6cc-22ac28e5793f,bar-001,2026-05-31 04:40:06.684,2026-06-01 22:03:50.726,FOOD,null,false,0.00
dca272fd-124f-4ca7-9816-be523ed838b4,VEG NOODLES,null,https://res.cloudinary.com/dnlhxmtqu/image/upload/v1779649832/qvgbzn4plaxfec8bjmeh.jpg,true,true,0,8395362a-d36d-43d1-8bed-6adfd7b240cc,bar-001,2026-05-31 04:40:07.186,2026-06-01 22:03:51.338,FOOD,null,false,0.00
713a4863-bed1-4b60-851c-96673bed527c,SHEZWAN VEG NOODLES,null,https://res.cloudinary.com/dnlhxmtqu/image/upload/v1779649870/wodhyncjfa9tbv9ufnis.jpg,true,true,1,8395362a-d36d-43d1-8bed-6adfd7b240cc,bar-001,2026-05-31 04:40:07.517,2026-06-01 22:03:51.828,FOOD,null,false,0.00
937b8e61-b8fb-4c89-98d5-4c23bd257e9a,EGG NOODLES,null,https://res.cloudinary.com/dnlhxmtqu/image/upload/v1779649954/p5x72oayfyvdnogo0ysp.jpg,false,true,2,8395362a-d36d-43d1-8bed-6adfd7b240cc,bar-001,2026-05-31 04:40:07.873,2026-06-01 22:03:53.363,FOOD,null,false,0.00
